id                  ,label                              ,community           ,pr
1518177732294748175 ,navin ramdhun                      ,-2446107919545999447,1.0000000000000004
-3861692456531874851,jim prentice                       ,-2209714333319565875,1.0000000000000004
5512656596086630433 ,jack richter                       ,-2209714333319565875,1.0000000000000004
377008304198672281  ,bijan namdar zanganeh              ,-5123806391895283158,1.0000000000000004
361355424696276335  ,brett mcgurk                       ,-5123806391895283158,1.0000000000000004
197377902529009343  ,michael mcfaul                     ,-5123806391895283158,1.0000000000000004
-6370465169341461479,mark carney                        ,-2209714333319565875,1.0000000000000004
1850445845882857126 ,peter berg                         ,-8311584980666851264,1.0000000000000004
4306804722558609636 ,lucia mutikani                     ,-2126595006563519305,1.0000000000000004
-1264356401435835211,norman pickett                     ,8132684862963203237 ,1.0000000000000004
-5097240238462538949,nasir el-rufai                     ,-2209714333319565875,1.0000000000000004
5345010078989674752 ,brent borgstedte                   ,-8778605200936573775,1.0000000000000004
8882278595402432043 ,muhyiddin yassin                   ,-2209714333319565875,1.0000000000000004
-942000369190037122 ,societe generale                   ,-5888010320500233275,1.0000000000000004
4524033390885294559 ,ahmad kamarulzaman ahmad badaruddin,-2446107919545999447,1.0000000000000004
5198481814282868243 ,ricardo alonso-zaldivar            ,-5123806391895283158,1.0000000000000004
-1033643464929650521,hamad al                           ,-5123806391895283158,1.0000000000000004
6476916968358473459 ,jacob zuma                         ,-5757544779208025218,1.0000000000000004
-6411644534435696354,bharti airtel                      ,-6411644534435696354,1.0000000000000004
3043621579077480904 ,chuck schumer                      ,-5123806391895283158,1.0000000000000004
-6950990616566973209,luiz inacio lula                   ,-2498084582014429470,1.0000000000000004
6132106858894494217 ,joye braun                         ,-6817692648362739035,1.0000000000000004
5148248206110164236 ,chris christie                     ,-2376203089953264870,1.0000000000000004
-8300551750073803627,john barrasso                      ,-5123806391895283158,1.0000000000000004
7269052597993024687 ,ernest scheyder                    ,3911199180912078623 ,1.0000000000000004
-319213317550603216 ,barack obama                       ,-5123806391895283158,1.0000000000000004
-2030977886066610622,donald trump                       ,-5123806391895283158,1.0000000000000004
-8283919745813232577,jason rezaian                      ,-4678795136086809460,1.0000000000000004
5169039416945786504 ,steve bohlen                       ,-2209714333319565875,1.0000000000000004
-3678641899310922224,dave zaniboni                      ,-2209714333319565875,1.0000000000000004
