source              ,target              ,articles
-4225374835328451288,-2030977886066610622,1078
-4202918837552311470,-319213317550603216 ,1250
-3438100517334344641,-319213317550603216 ,3140
-3125135966719759319,3959871001906981613 ,1418
-2209714333319565875,7622153264349607146 ,1260
-2030977886066610622,-352743772921911031 ,2834
-2030977886066610622,3713775365901322386 ,1503
-2030977886066610622,4418623468891380562 ,3414
-1854280877140085794,-8283919745813232577,1190
-1843037069962836581,2784257201517212856 ,1037
-1842418496910161609,1932551752666018672 ,2182
-1816866046870158706,3732957695425097076 ,1012
-1731027801387243744,6132887020992818052 ,1643
-1264356401435835211,-5650405956671312793,1356
-319213317550603216 ,-9136938695385269239,2500
-319213317550603216 ,-5697900219464244813,1929
-319213317550603216 ,-2044860810365040296,1454
-319213317550603216 ,7382512290625123343 ,1816
779128267551182966  ,1832510329768604584 ,2134
1215002096928707874 ,-2876979887011961297,6052
1832510329768604584 ,7490588149625952520 ,1313
3968009107423201800 ,6342774253820456939 ,1884
4364325953569386877 ,476135616677260618  ,1803
4839142252854946107 ,-319213317550603216 ,1128
6382886405921188060 ,7871747628767178370 ,1130
6546948422644068577 ,-319213317550603216 ,2829
6700158222676742348 ,-1816866046870158706,1156
7871747628767178370 ,7632495519982556382 ,3510
8001590646103101301 ,-6950990616566973209,1241
8735549545327376262 ,-2730035321493431482,5317
9181171295236226766 ,633087338846443428  ,1679
-8987850060965433138,-2966009764693913365,1256
-7724929033795123330,-319213317550603216 ,1707
-6873292281003262945,-3125135966719759319,1049
-6406004153667163617,-1843037069962836581,1956
-6380341718939214796,-1898434984717323372,1327
-5321712199454861998,-645147010875212004 ,1053
-5078956532520726013,-1843037069962836581,1741
-4729589068185710698,-2489989893588310274,1756
-4584259589746295249,1544717718399102752 ,1074
-4110069703337102705,-554187375508143523 ,1053
-3438100517334344641,-1843037069962836581,2119
-3034908872723999323,-2209714333319565875,1300
-2876979887011961297,-594195357039030174 ,1003
-2347820953665246459,-1843037069962836581,1794
-2030977886066610622,3888462923316716117 ,1016
-1266629959247391147,633087338846443428  ,1906
-977966794734927473 ,-1652469311467641984,1874
-441503973431915681 ,8465637361048996806 ,1286
-319213317550603216 ,-7831662779218070934,1612
-319213317550603216 ,-6225865464430741523,1066
-319213317550603216 ,-2924185095862151031,2561
-319213317550603216 ,-645147010875212004 ,6540
-319213317550603216 ,1668339779333898083 ,2426
972166625298665897  ,-1977007926969929341,1330
1098278059664356283 ,7117438024839016064 ,1301
1215002096928707874 ,2995836344708591032 ,1045
2560990076534926848 ,-5123806391895283158,1107
2605366745580009142 ,7090419308735054832 ,1209
2873133290080674816 ,2534425727654152746 ,1537
3861547997062544005 ,-319213317550603216 ,1141
4024005794333692284 ,-2030977886066610622,5414
4038455739488905858 ,-5123806391895283158,1167
5745090389146023302 ,-8111233901869538425,3204
6381873041093583154 ,-5546905861789152862,1046
7117438024839016064 ,-2030977886066610622,2292
7538947819750950667 ,-3667304286433625432,1241
7538947819750950667 ,8521781164735264993 ,25169
8008896902596356081 ,-1385774087472095066,1114
9036656099340829831 ,-5123806391895283158,8546
9181171295236226766 ,8221521381664606233 ,1086
-8354583715484812084,-2209714333319565875,5489
-7981629573227806010,-5321712199454861998,3371
-7456849817323352874,-2757360214972800765,1355
-5378480904394717705,-319213317550603216 ,1159
-5123806391895283158,-1258665395754752430,4567
-3034747171331345424,-4029203011630584403,1888
-2030977886066610622,-3034908872723999323,2822
-2030977886066610622,922999064520858995  ,1588
-2030977886066610622,7847643209716875905 ,1119
-1898434984717323372,-2376203089953264870,6211
-1843037069962836581,10658375623617367   ,1119
-1843037069962836581,3018477597755113547 ,1879
-1816866046870158706,7425471216720826696 ,2484
-1385774087472095066,4689682543636010177 ,3399
-888938630539602881 ,1215002096928707874 ,1242
-319213317550603216 ,-6156992426766342121,1306
-319213317550603216 ,330647866891942974  ,2565
1098278059664356283 ,-4441945530268272485,2242
1844958083815511630 ,-554187375508143523 ,1738
2068313584669147388 ,-5650405956671312793,1356
2861099842232673667 ,-8311584980666851264,1292
2873133290080674816 ,8221521381664606233 ,1219
3463066277393505315 ,-319213317550603216 ,1447
3968009107423201800 ,-3463722585218783619,2044
4024005794333692284 ,-6037475433742513966,1030
4184381332395750060 ,-5123806391895283158,2349
5679758924589637024 ,7637037118574180081 ,2061
5940218454637650695 ,8735549545327376262 ,2642
6342774253820456939 ,-2158790193493657764,1120
6382886405921188060 ,3498794456810234409 ,1839
7425471216720826696 ,-631129468247919933 ,1418
7434294207925849020 ,-2030977886066610622,1012
7871747628767178370 ,476135616677260618  ,2912
-9143715679620637947,6132887020992818052 ,1102
-9137191236732479290,-2030977886066610622,2575
-8354583715484812084,4024005794333692284 ,1505
-7981629573227806010,-2158790193493657764,2253
-7534767316327541722,-1843037069962836581,1924
-6037475433742513966,-8778605200936573775,1028
-2776212706572237214,7871747628767178370 ,2300
-2684917958566889702,7538947819750950667 ,1656
-2573317583224643731,-2019257571715061722,1052
-2209714333319565875,-7515309291958133185,2749
-2030977886066610622,-7531676124604896595,3909
-1266629959247391147,-319213317550603216 ,1274
-912338197588528809 ,-232442968513540034 ,1053
-319213317550603216 ,-7910751992240669385,1457
-319213317550603216 ,-7394264953874666219,2105
-319213317550603216 ,-1266629959247391147,1274
-319213317550603216 ,-232442968513540034 ,27852
-319213317550603216 ,298627900943414666  ,3305
-319213317550603216 ,4425446607498999068 ,1055
-319213317550603216 ,6462902609475320280 ,1288
-195293542193935170 ,-6921004375998832904,1137
-195293542193935170 ,8354133301109015038 ,1636
-195293542193935170 ,9086266514952383251 ,2501
10658375623617367   ,-2030977886066610622,1066
633087338846443428  ,648803521752926221  ,1219
972166625298665897  ,-2030977886066610622,1100
1098278059664356283 ,-942000369190037122 ,2232
1731868121115529840 ,-5123806391895283158,5259
2330092998442649523 ,-5123806391895283158,4660
2534425727654152746 ,2873133290080674816 ,1537
3018477597755113547 ,-7515309291958133185,1232
6132887020992818052 ,-4389296294014978424,2069
6132887020992818052 ,8665137029853177390 ,1258
7871747628767178370 ,-2498084582014429470,27250
7871747628767178370 ,-2209714333319565875,1232
8132684862963203237 ,4484300585804250915 ,1468
8344494712559261140 ,5938483825255926276 ,1239
8877497976988909722 ,-2158790193493657764,1268
-7695077803468780495,3815815919996108488 ,1593
-7185019324071561359,-2030977886066610622,1348
-5123806391895283158,6381873041093583154 ,1206
-4467744812416310249,-5321712199454861998,1865
-4383427925976837532,-8354583715484812084,1755
-4079307483102441109,1755457860918873138 ,1009
-3640092502248719675,-319213317550603216 ,1333
-2195368857514539304,-2030977886066610622,1038
-2030977886066610622,-9154042248315997889,4238
-2030977886066610622,7576240094557435372 ,1277
-2030977886066610622,7637037118574180081 ,1235
-2019257571715061722,-3489637993889021587,1046
-1854280877140085794,-4678795136086809460,14128
-1652469311467641984,5925519344790501494 ,1021
-554187375508143523 ,-1808812747603547780,1632
-319213317550603216 ,-2347820953665246459,1284
-319213317550603216 ,-698633528624703244 ,8387
-319213317550603216 ,-352743772921911031 ,1501
-319213317550603216 ,4706356666700410987 ,2302
-319213317550603216 ,8521781164735264993 ,1710
633087338846443428  ,-5378480904394717705,1073
839908832040029970  ,-319213317550603216 ,1488
1832510329768604584 ,-7515309291958133185,1332
1832510329768604584 ,-6032953878285540342,1845
2873133290080674816 ,-8800856954420026473,1350
3673172251135641489 ,-2209714333319565875,1400
3848027836917258983 ,3628073587866111761 ,1367
4184381332395750060 ,-4584259589746295249,1011
4689682543636010177 ,-2776212706572237214,1431
5940218454637650695 ,-4962133917858472980,1065
6159299216786126563 ,-2573317583224643731,1164
6700158222676742348 ,5938483825255926276 ,2811
7538947819750950667 ,6132887020992818052 ,1567
8339635973745217819 ,7538947819750950667 ,2268
8632782506516917507 ,8132684862963203237 ,2288
9014183989093063301 ,-2209714333319565875,2233
-8709505537947231862,8008896902596356081 ,1109
-6817692648362739035,-240221642038059400 ,3188
-6270542319968030505,8770548263920305041 ,1217
-5123806391895283158,8221521381664606233 ,3107
-4894173984603446875,4184381332395750060 ,1485
-4678795136086809460,8110740650254788499 ,1518
-3131478713916425544,-5123806391895283158,1549
-2446107919545999447,4524033390885294559 ,1513
-2030977886066610622,-1731027801387243744,1794
-2030977886066610622,-195293542193935170 ,3764
-2030977886066610622,633087338846443428  ,11626
-1843037069962836581,-6458167211260881370,1674
-703758798842958219 ,-8800856954420026473,1254
-441503973431915681 ,-2209714333319565875,3455
-319213317550603216 ,-703758798842958219 ,3002
791840264222322750  ,6138678401118577959 ,1306
1731868121115529840 ,-7185019324071561359,1034
2605366745580009142 ,-1898434984717323372,2523
3888462923316716117 ,-2030977886066610622,1016
4418623468891380562 ,-5123806391895283158,5470
5345010078989674752 ,4024005794333692284 ,1189
6382886405921188060 ,-441503973431915681 ,2540
6605055440449213852 ,5690402462881397655 ,2494
7269052597993024687 ,3911199180912078623 ,1128
7490588149625952520 ,-232442968513540034 ,3899
7871747628767178370 ,-8987850060965433138,1293
7871747628767178370 ,5375312512869591172 ,4787
8290146907089535576 ,-2030977886066610622,3348
-9154042248315997889,-4714869850286056982,1338
-7866687731037512168,-319213317550603216 ,3158
-2376203089953264870,-7952294823190575687,1019
-2347820953665246459,9036656099340829831 ,1172
-2292005235093902488,-5842301292766507296,1068
-2209714333319565875,7490588149625952520 ,2973
-2049965148602611775,4024005794333692284 ,1807
-2030977886066610622,-6372159374461404326,1244
-1843037069962836581,-977966794734927473 ,1474
-1669859730989940941,-319213317550603216 ,1103
-1333572134908333586,791840264222322750  ,1143
-758527018290989534 ,-4729589068185710698,2145
-758527018290989534 ,633087338846443428  ,2671
-319213317550603216 ,-1803485448045374332,1359
-319213317550603216 ,-195293542193935170 ,7904
-319213317550603216 ,1917756763019387826 ,1109
-319213317550603216 ,5894814673196051032 ,1086
-240221642038059400 ,6342774253820456939 ,2155
-195293542193935170 ,-319213317550603216 ,7904
196225144506262727  ,-4467744812416310249,2447
298627900943414666  ,4184381332395750060 ,1382
905554212738677508  ,-2030977886066610622,5201
1018642688190632507 ,-2255399436524251984,1086
4018041505326134685 ,-4584259589746295249,1231
4038455739488905858 ,-2030977886066610622,1783
4184381332395750060 ,-6150731274223034299,1487
5679758924589637024 ,-2030977886066610622,2325
6132887020992818052 ,1932551752666018672 ,2390
6611336480032655854 ,-2209714333319565875,1243
7425471216720826696 ,-1816866046870158706,2484
7621232311076131365 ,6342774253820456939 ,1619
-8354583715484812084,-3131478713916425544,2373
-8306920077234587998,-2868799911054493240,1237
-8177652931351887783,7538947819750950667 ,3340
-7170442259137058980,-195293542193935170 ,1377
-6378648197850386867,-1898434984717323372,1247
-6032953878285540342,1932551752666018672 ,1043
-5842301292766507296,-319213317550603216 ,7380
-2322882221466225088,-319213317550603216 ,1163
-1843037069962836581,-7531676124604896595,2924
-1843037069962836581,-5123806391895283158,18071
-1843037069962836581,7090419308735054832 ,2345
-1808812747603547780,-5123806391895283158,2506
-1560252120881947258,1098278059664356283 ,1726
-1266629959247391147,-2030977886066610622,1811
-758527018290989534 ,-2891625488335467163,2467
648803521752926221  ,-3401558106062925973,1710
1650545901460872628 ,1633045344658914223 ,1086
2784257201517212856 ,6382886405921188060 ,5713
4039981398678508939 ,-1031268946513902603,1923
4349773873657096066 ,8221521381664606233 ,1667
4436869293544605060 ,-6143583190690227608,1337
5894814673196051032 ,-319213317550603216 ,1086
6138678401118577959 ,8882278595402432043 ,1136
6342774253820456939 ,360482089417387317  ,1862
6877548276407382121 ,1943401871528076639 ,2406
6891633248965691680 ,1239823298764786415 ,1560
7871747628767178370 ,-7937406015722907776,1106
7871747628767178370 ,-2776212706572237214,2300
8344494712559261140 ,6342774253820456939 ,1231
8757928992278026968 ,-2030977886066610622,1249
-8311584980666851264,1850445845882857126 ,1742
-7764520725921474676,-2030977886066610622,9875
-7360278664246742593,9086266514952383251 ,1374
-7205442634066439509,-1542241663889755290,1097
-6976615727978322933,7538947819750950667 ,4533
-5123806391895283158,1215002096928707874 ,1832
-3861692456531874851,-2962050181469586421,1072
-3136933928667018684,-5546905861789152862,1973
-2876979887011961297,8299787979116023539 ,1315
-2590215365264372847,433675138669271630  ,1063
-2376203089953264870,-1898434984717323372,6211
-2158790193493657764,-319213317550603216 ,3242
-2030977886066610622,-7456849817323352874,2333
-2030977886066610622,-2498084582014429470,4013
-2030977886066610622,3871463264121914972 ,1126
-1808812747603547780,-441503973431915681 ,1241
-1652469311467641984,-977966794734927473 ,1874
-977966794734927473 ,8770548263920305041 ,1208
-814913746738782376 ,-8702971161602665376,1961
-703758798842958219 ,-319213317550603216 ,3002
298627900943414666  ,-5123806391895283158,1757
1731868121115529840 ,633087338846443428  ,2422
2664843183218588407 ,-698633528624703244 ,1382
4184381332395750060 ,-5960365032131816100,1226
4364325953569386877 ,-6950990616566973209,1220
6382886405921188060 ,-2376203089953264870,1749
6868110971464094423 ,2338338228961608296 ,3204
7490588149625952520 ,-2209714333319565875,2973
7522638494915887749 ,2650009760157840387 ,1088
7538947819750950667 ,633087338846443428  ,1826
7622153264349607146 ,7538947819750950667 ,1126
8770548263920305041 ,1832510329768604584 ,1072
9187478992269786939 ,4184381332395750060 ,1295
-7534767316327541722,-319213317550603216 ,1526
-6382392143015061659,-3861692456531874851,1125
-6370465169341461479,1098278059664356283 ,1237
-5123806391895283158,-4678795136086809460,3156
-5123806391895283158,-2030977886066610622,34263
-4678795136086809460,-3926529187290102665,1543
-4452816807225845246,2995836344708591032 ,1023
-2968100763986270397,-319213317550603216 ,1333
-2876979887011961297,9169138842085312889 ,2021
-2030977886066610622,-8714613529726824628,1115
-2030977886066610622,-1033643464929650521,1296
-2030977886066610622,351689780619130825  ,3090
-2030977886066610622,1544717718399102752 ,5184
-2030977886066610622,1917756763019387826 ,2520
-2030977886066610622,6381873041093583154 ,16577
-1652469311467641984,7519218881764246375 ,2664
-441503973431915681 ,-6547665733824167393,1584
-240221642038059400 ,5938483825255926276 ,4253
-232442968513540034 ,-7515309291958133185,1625
1098278059664356283 ,-319213317550603216 ,2130
1098278059664356283 ,431963907788558117  ,1480
1943401871528076639 ,2605366745580009142 ,1542
